band_index,e_min_MeV,e_max_MeV,e_mid_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50,100,70.71067811865476,1.3349411e-08,nan,1.3112761e-08,2.0685125e-12,nan,2.031843e-12
1,100,300,173.20508075688772,1.0594649e-08,-2.162288e-09,2.1812998e-09,2.3481442e-12,4.792385e-13,4.8345225e-13
2,300,1000,547.7225575051662,9.104121e-10,-2.224572e-10,2.2776128e-10,5.678261e-13,1.3874707e-13,1.4205523e-13
3,1000,3000,1732.0508075688772,1.5413085e-10,-3.5499298e-11,3.7864795e-11,3.416078e-13,7.8678844e-14,8.392161e-14
4,3000,10000,5477.2255750516615,5.5683383e-12,nan,8.580373e-12,3.4729855e-14,nan,5.3515985e-14
5,10000,30000,17320.508075688773,3.0898962e-12,-2.72171e-12,4.220927e-12,6.848289e-14,6.03226e-14,9.3550486e-14
6,30000,100000,54772.25575051661,9.87084e-16,nan,2.3844882e-12,6.156466e-17,nan,1.4872108e-13
7,100000,1000000,316227.7660168379,4.6954504e-16,nan,2.1916136e-12,6.189647e-17,nan,2.889034e-13
