band_index,e_min_MeV,e_max_MeV,e_mid_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50,100,70.71067811865476,3.849417e-09,nan,5.363202e-09,6.1032847e-13,nan,8.5034047e-13
1,100,300,173.20508075688772,9.55624e-10,nan,1.2846044e-09,2.2384296e-13,nan,3.0090248e-13
2,300,1000,547.7225575051662,6.3208777e-10,-1.753727e-10,1.7988759e-10,4.2092984e-13,1.1678695e-13,1.1979358e-13
3,1000,3000,1732.0508075688772,1.0653234e-10,-2.9529018e-11,3.1683614e-11,2.4953867e-13,6.916803e-14,7.42149e-14
4,3000,10000,5477.2255750516615,2.9719352e-11,-1.0003508e-11,1.1466431e-11,1.9791177e-13,6.6616925e-14,7.635905e-14
5,10000,30000,17320.508075688773,6.168268e-12,-3.1543824e-12,4.540906e-12,1.4448395e-13,7.3887456e-14,1.0636503e-13
6,30000,100000,54772.25575051661,7.399465e-19,nan,4.0020955e-12,4.9275676e-20,nan,2.665138e-13
7,100000,1000000,316227.7660168379,2.0606189e-16,nan,3.1115245e-12,3.3098024e-17,nan,4.9977855e-13
