band_index,e_min_MeV,e_max_MeV,e_mid_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50,100,70.71067811865476,1.6897437e-09,nan,4.1843626e-09,2.68431e-13,nan,6.6472365e-13
1,100,300,173.20508075688772,1.819491e-09,-1.2598596e-09,1.2309422e-09,4.2823132e-13,2.9651772e-13,2.897118e-13
2,300,1000,547.7225575051662,4.1468878e-10,-1.4907771e-10,1.5364629e-10,2.7773167e-13,9.9842586e-14,1.02902326e-13
3,1000,3000,1732.0508075688772,5.142198e-11,-2.1425209e-11,2.3577916e-11,1.2102563e-13,5.0425894e-14,5.5492456e-14
4,3000,10000,5477.2255750516615,2.1215316e-11,-7.907138e-12,9.058669e-12,1.4208643e-13,5.2956883e-14,6.0669094e-14
5,10000,30000,17320.508075688773,2.2228133e-12,-1.5975933e-12,2.8948341e-12,5.2315635e-14,3.7600596e-14,6.8132166e-14
6,30000,100000,54772.25575051661,2.690178e-12,-1.5116535e-12,2.4203883e-12,1.8017068e-13,1.0124076e-13,1.6210191e-13
7,100000,1000000,316227.7660168379,1.3386938e-12,-9.425364e-13,1.8306552e-12,2.1908671e-13,1.5425275e-13,2.9959967e-13
