band_index,e_min_MeV,e_max_MeV,e_mid_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50,100,70.71067811865476,2.7129468e-09,nan,4.2139563e-09,4.673425e-13,nan,7.2591206e-13
1,100,300,173.20508075688772,7.495099e-12,nan,7.5722617e-10,2.0897002e-15,nan,2.1112138e-13
2,300,1000,547.7225575051662,1.600064e-10,-1.092415e-10,1.1498556e-10,1.250148e-13,8.5351614e-14,8.983951e-14
3,1000,3000,1732.0508075688772,2.2241925e-10,-3.3734664e-11,3.4902643e-11,5.7087717e-13,8.65858e-14,8.958363e-14
4,3000,10000,5477.2255750516615,1.02888996e-10,-1.5571835e-11,1.6870411e-11,7.266462e-13,1.0997498e-13,1.1914607e-13
5,10000,30000,17320.508075688773,4.649583e-11,-8.811492e-12,9.961927e-12,1.0971737e-12,2.0792696e-13,2.3507409e-13
6,30000,100000,54772.25575051661,8.281846e-12,-3.2657288e-12,4.2699616e-12,5.3031684e-13,2.0911654e-13,2.7342123e-13
7,100000,1000000,316227.7660168379,6.907263e-17,nan,2.3019473e-12,8.203544e-18,nan,2.7339518e-13
