band_index,e_min_MeV,e_max_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50.0,100.0,1.47606976e-08,-9.207155e-09,9.227986e-09,2.4042563e-12,1.4996825e-12,1.5030757e-12
1,100.0,300.0,7.7354665e-09,-1.1105927e-09,1.1541916e-09,1.9170967e-12,2.752405e-13,2.860457e-13
2,100.0,300.0,3.2278953e-09,-1.6865907e-10,1.6865907e-10,2.2625868e-12,1.1822124e-13,1.1822124e-13
3,300.0,1000.0,1.0759369e-09,-4.820627e-11,4.820627e-11,2.5953749e-12,1.1628316e-13,1.1628316e-13
4,300.0,1000.0,3.4199069e-10,-2.1993643e-11,2.1993643e-11,2.3213087e-12,1.4928487e-13,1.4928487e-13
5,300.0,1000.0,1.15078266e-10,-1.1504101e-11,1.2274603e-11,2.7029247e-12,2.7020495e-13,2.883023e-13
6,1000.0,3000.0,1.8135634e-11,-4.2486574e-12,5.0000303e-12,1.1928799e-12,2.7945745e-13,3.2887937e-13
7,1000.0,3000.0,2.5358554e-12,-1.3905164e-12,2.1491528e-12,3.641956e-13,1.9970379e-13,3.0865797e-13
