band_index,e_min_MeV,e_max_MeV,e_mid_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50,100,70.71067811865476,5.8194796e-09,nan,7.77553e-09,9.158299e-13,nan,1.2236597e-12
1,100,300,173.20508075688772,5.6771134e-09,-1.7666413e-09,1.7911013e-09,1.3058068e-12,4.0634951e-13,4.119756e-13
2,300,1000,547.7225575051662,1.194522e-09,-1.9110864e-10,2.031157e-10,7.784319e-13,1.245394e-13,1.3236402e-13
3,1000,3000,1732.0508075688772,2.1772253e-10,-3.5889312e-11,3.8139165e-11,5.0078897e-13,8.254989e-14,8.772483e-14
4,3000,10000,5477.2255750516615,3.902944e-11,-1.0328205e-11,1.1825885e-11,2.5434242e-13,6.7305624e-14,7.7065524e-14
5,10000,30000,17320.508075688773,3.5672778e-12,-2.3474235e-12,3.7204692e-12,8.205183e-14,5.3993665e-14,8.557543e-14
6,30000,100000,54772.25575051661,5.933453e-17,nan,2.4701532e-12,3.8666425e-18,nan,1.6097203e-13
7,100000,1000000,316227.7660168379,1.2228773e-20,nan,2.5666424e-12,1.8329476e-21,nan,3.8470916e-13
