band_index,e_min_MeV,e_max_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50.0,100.0,1.1851629e-09,nan,2.928271e-09,1.9050534e-13,nan,4.7069586e-13
1,100.0,300.0,1.0610459e-09,nan,1.0356975e-09,2.5711898e-13,nan,2.509764e-13
2,100.0,300.0,4.8242348e-11,nan,1.8172704e-10,3.345633e-14,nan,1.2602869e-13
3,300.0,1000.0,1.0162752e-10,-3.5552505e-11,3.799931e-11,2.4626988e-13,8.6152954e-14,9.208219e-14
4,300.0,1000.0,4.2278323e-11,-1.1640055e-11,1.3084901e-11,2.9320247e-13,8.072442e-14,9.0744496e-14
5,300.0,1000.0,1.4621606e-11,-5.2837526e-12,6.574332e-12,3.543195e-13,1.2803905e-13,1.5931314e-13
6,1000.0,3000.0,3.0093421e-12,-1.727803e-12,2.7662868e-12,2.0869953e-13,1.1982409e-13,1.918435e-13
7,1000.0,3000.0,2.739295e-17,nan,2.3309048e-12,5.0491746e-18,nan,4.296414e-13
