band_index,e_min_MeV,e_max_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50.0,100.0,3.6606593e-09,nan,3.3725989e-09,5.860283e-13,nan,5.399132e-13
1,100.0,300.0,1.9186848e-09,-1.1856531e-09,1.2310687e-09,4.6026166e-13,2.8441916e-13,2.953136e-13
2,100.0,300.0,5.757489e-10,-1.6891975e-10,1.7434446e-10,3.944741e-13,1.157353e-13,1.1945203e-13
3,300.0,1000.0,2.1713997e-10,-3.580881e-11,3.7868653e-11,5.208839e-13,8.589958e-14,9.0840814e-14
4,300.0,1000.0,7.970797e-11,-1.42972075e-11,1.5663838e-11,5.4611887e-13,9.7957266e-14,1.07320735e-13
5,300.0,1000.0,1.6180389e-11,-5.2903073e-12,6.604304e-12,3.8814153e-13,1.2690597e-13,1.5842664e-13
6,1000.0,3000.0,7.200521e-12,-3.043157e-12,4.215291e-12,4.933434e-13,2.0850178e-13,2.8881048e-13
7,1000.0,3000.0,1.7000328e-17,nan,2.4946859e-12,3.0045102e-18,nan,4.4089203e-13
