band_index,e_min_MeV,e_max_MeV,e_mid_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50,100,70.71067811865476,3.4072634e-09,nan,8.493507e-09,5.4305963e-13,nan,1.3537202e-12
1,100,300,173.20508075688772,2.9941594e-09,nan,2.9373284e-09,7.1044245e-13,nan,6.9695785e-13
2,300,1000,547.7225575051662,1.2345818e-09,-3.9887302e-10,4.04388e-10,8.348936e-13,2.6974037e-13,2.734699e-13
3,1000,3000,1732.0508075688772,9.069532e-11,-5.6434097e-11,5.61097e-11,2.1519833e-13,1.3390463e-13,1.3313492e-13
4,3000,10000,5477.2255750516615,1.486812e-11,-1.08016035e-11,1.2264164e-11,1.005466e-13,7.3046515e-14,8.293718e-14
5,10000,30000,17320.508075688773,1.9429002e-11,-5.6024903e-12,6.569806e-12,4.610038e-13,1.329337e-13,1.558858e-13
6,30000,100000,54772.25575051661,5.469186e-12,-2.4225968e-12,3.2919583e-12,3.6985709e-13,1.6382962e-13,2.2262071e-13
7,100000,1000000,316227.7660168379,1.9453106e-18,nan,1.7326746e-12,3.288353e-19,nan,2.928913e-13
