band_index,e_min_MeV,e_max_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50.0,100.0,2.7919575e-10,nan,1.4514173e-08,4.839633e-14,nan,2.5159148e-12
1,100.0,300.0,9.678492e-10,nan,9.729112e-10,2.8227288e-13,nan,2.8374918e-13
2,100.0,300.0,5.360285e-12,nan,1.0885977e-10,4.517197e-15,nan,9.173785e-14
3,300.0,1000.0,1.1640885e-10,-3.033635e-11,3.246106e-11,2.9215034e-13,7.613489e-14,8.146726e-14
4,300.0,1000.0,3.513862e-11,-1.0294436e-11,1.1574767e-11,2.1849352e-13,6.401127e-14,7.197242e-14
5,300.0,1000.0,1.6827321e-15,nan,2.153467e-12,3.3507935e-17,nan,4.2881595e-14
6,1000.0,3000.0,5.129727e-16,nan,1.8413023e-12,2.6779815e-17,nan,9.612546e-14
7,1000.0,3000.0,1.4802467e-16,nan,2.062006e-12,1.371487e-17,nan,1.9105019e-13
