band_index,e_min_MeV,e_max_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50.0,100.0,1.7071347e-08,nan,1.5165819e-08,2.695959e-12,nan,2.395032e-12
1,100.0,300.0,8.575814e-09,-3.7116699e-09,3.9066945e-09,1.9893622e-12,8.6100934e-13,9.062499e-13
2,100.0,300.0,2.3882156e-09,-4.6051823e-10,4.6746174e-10,1.5721103e-12,3.031491e-13,3.0771986e-13
3,300.0,1000.0,4.6693777e-10,-7.402393e-11,7.676802e-11,1.0831723e-12,1.7171598e-13,1.7808153e-13
4,300.0,1000.0,9.291588e-11,-1.8846326e-11,2.0498398e-11,6.1164507e-13,1.2406127e-13,1.349365e-13
5,300.0,1000.0,1.6976013e-11,-5.80738e-12,7.1564265e-12,3.9379865e-13,1.3471589e-13,1.6601019e-13
6,1000.0,3000.0,3.7028523e-12,-2.2350153e-12,3.327561e-12,2.437507e-13,1.4712621e-13,2.1904611e-13
7,1000.0,3000.0,1.727937e-18,nan,2.311997e-12,2.6736514e-19,nan,3.5773722e-13
