band_index,e_min_MeV,e_max_MeV,e_mid_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50,100,70.71067811865476,9.330768e-10,nan,3.5304817e-09,1.4900026e-13,nan,5.637721e-13
1,100,300,173.20508075688772,9.354363e-10,nan,9.7637e-10,2.2300525e-13,nan,2.3276373e-13
2,300,1000,547.7225575051662,3.9576195e-10,-1.6247083e-10,1.6527542e-10,2.6914785e-13,1.10492365e-13,1.1239969e-13
3,1000,3000,1732.0508075688772,5.32613e-11,-2.4497196e-11,2.6827188e-11,1.2697338e-13,5.84006e-14,6.395523e-14
4,3000,10000,5477.2255750516615,3.8031352e-11,-9.557849e-12,1.0727271e-11,2.5864171e-13,6.500054e-14,7.2953484e-14
5,10000,30000,17320.508075688773,6.5018256e-12,-3.347053e-12,4.572549e-12,1.5500161e-13,7.979276e-14,1.0900822e-13
6,30000,100000,54772.25575051661,2.9054873e-12,-2.7086475e-12,3.6630907e-12,1.9759494e-13,1.8420836e-13,2.4911765e-13
7,100000,1000000,316227.7660168379,3.5781352e-17,nan,2.2122048e-12,6.164903e-18,nan,3.8114902e-13
