band_index,e_min_MeV,e_max_MeV,e_mid_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50,100,70.71067811865476,4.570848e-08,-2.6198578e-08,2.340053e-08,7.337762e-12,4.2057607e-12,3.7565792e-12
1,100,300,173.20508075688772,2.917114e-08,-4.6489803e-09,4.720857e-09,6.807478e-12,1.0849021e-12,1.1016755e-12
2,300,1000,547.7225575051662,5.548569e-09,-5.963724e-10,6.0312955e-10,3.497339e-12,3.7590165e-13,3.801608e-13
3,1000,3000,1732.0508075688772,5.514212e-10,-8.832689e-11,9.0707525e-11,1.1847911e-12,1.8978036e-13,1.9489542e-13
4,3000,10000,5477.2255750516615,5.414068e-11,-1.8274729e-11,2.0045592e-11,3.120764e-13,1.0533875e-13,1.1554631e-13
5,10000,30000,17320.508075688773,5.229505e-12,-4.308925e-12,5.633165e-12,1.0474954e-13,8.630988e-14,1.1283505e-13
6,30000,100000,54772.25575051661,3.713643e-16,nan,2.1960014e-12,1.9935521e-17,nan,1.178854e-13
7,100000,1000000,316227.7660168379,3.8859368e-16,nan,2.2362708e-12,3.600421e-17,nan,2.071963e-13
