band_index,e_min_MeV,e_max_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50.0,100.0,7.023224e-09,nan,1.3297092e-08,1.1032286e-12,nan,2.0887463e-12
1,100.0,300.0,3.7344208e-09,-2.5385578e-09,2.5416276e-09,8.55129e-13,5.812935e-13,5.819964e-13
2,100.0,300.0,1.2408958e-09,-2.3883848e-10,2.4514007e-10,8.0436927e-13,1.5481906e-13,1.5890387e-13
3,300.0,1000.0,2.0481503e-10,-3.8671157e-11,4.109116e-11,4.689972e-13,8.8551426e-14,9.409289e-14
4,300.0,1000.0,2.759924e-11,-1.0254561e-11,1.1965341e-11,1.7890285e-13,6.6471764e-14,7.756132e-14
5,300.0,1000.0,7.080586e-12,-3.681305e-12,5.2574984e-12,1.621353e-13,8.429662e-14,1.203892e-13
6,1000.0,3000.0,3.8008003e-23,nan,2.9912008e-12,2.4637416e-24,nan,1.9389458e-13
7,1000.0,3000.0,5.6455606e-17,nan,2.5642518e-12,8.3242676e-18,nan,3.7809385e-13
