band_index,e_min_MeV,e_max_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50.0,100.0,1.4662473e-08,nan,1.6086917e-08,2.312065e-12,nan,2.5366799e-12
1,100.0,300.0,8.372954e-09,-4.3716413e-09,4.4046495e-09,1.9352013e-12,1.0103968e-12,1.0180258e-12
2,100.0,300.0,9.2086194e-10,-3.7544629e-10,3.7735412e-10,6.0354786e-13,2.460736e-13,2.47324e-13
3,300.0,1000.0,1.5423933e-10,-5.0326784e-11,5.234745e-11,3.5648605e-13,1.1631791e-13,1.2098818e-13
4,300.0,1000.0,3.7805252e-11,-1.1938198e-11,1.3175653e-11,2.4778175e-13,7.824488e-14,8.635537e-14
5,300.0,1000.0,8.60956e-12,-4.271275e-12,5.4936e-12,1.9898871e-13,9.871997e-14,1.26971e-13
6,1000.0,3000.0,8.233927e-13,nan,3.3915347e-12,5.3966492e-14,nan,2.2228668e-13
7,1000.0,3000.0,9.894267e-13,nan,2.6753734e-12,1.5099304e-13,nan,4.082796e-13
