band_index,e_min_MeV,e_max_MeV,e_mid_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50,100,70.71067811865476,1.1592052e-08,nan,1.5889446e-08,1.9135219e-12,nan,2.622901e-12
1,100,300,173.20508075688772,3.2704999e-09,-2.3428703e-09,2.3750193e-09,8.0540425e-13,5.7696306e-13,5.848802e-13
2,300,1000,547.7225575051662,9.510608e-10,-2.829628e-10,2.8856137e-10,6.233614e-13,1.8546456e-13,1.891341e-13
3,1000,3000,1732.0508075688772,2.2599395e-10,-4.8150376e-11,5.0992332e-11,4.9225093e-13,1.0487921e-13,1.11069445e-13
4,3000,10000,5477.2255750516615,7.1710915e-13,nan,9.516723e-12,4.120495e-15,nan,5.4682905e-14
5,10000,30000,17320.508075688773,1.3279186e-12,nan,4.3211567e-12,2.6187885e-14,nan,8.5217545e-14
6,30000,100000,54772.25575051661,2.5828018e-17,nan,2.5435418e-12,1.3492232e-18,nan,1.3287143e-13
7,100000,1000000,316227.7660168379,5.5575374e-17,nan,1.8965194e-12,5.149202e-18,nan,1.7571742e-13
