band_index,e_min_MeV,e_max_MeV,e_mid_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50,100,70.71067811865476,3.1526888e-09,nan,6.447192e-09,4.989733e-13,nan,1.0203916e-12
1,100,300,173.20508075688772,2.688485e-09,-1.4406455e-09,1.4622467e-09,6.2700404e-13,3.3598496e-13,3.4102276e-13
2,300,1000,547.7225575051662,6.1535815e-10,-1.8758028e-10,1.945829e-10,4.0766563e-13,1.2426915e-13,1.2890828e-13
3,1000,3000,1732.0508075688772,1.6409966e-10,-3.4744093e-11,3.8483293e-11,3.8271055e-13,8.1029604e-14,8.975011e-14
4,3000,10000,5477.2255750516615,4.250298e-11,-1.0800102e-11,1.2162085e-11,2.8157592e-13,7.154907e-14,8.0571997e-14
5,10000,30000,17320.508075688773,5.3019668e-12,-3.1220074e-12,4.4881256e-12,1.236516e-13,7.281095e-14,1.0467134e-13
6,30000,100000,54772.25575051661,1.10301615e-17,nan,2.630303e-12,7.3073177e-19,nan,1.7425366e-13
7,100000,1000000,316227.7660168379,2.5005497e-12,-1.7980857e-12,3.0805202e-12,3.9491132e-13,2.839713e-13,4.8650596e-13
