band_index,e_min_MeV,e_max_MeV,e_mid_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50,100,70.71067811865476,1.0767622e-11,nan,5.291646e-09,1.8664805e-15,nan,9.172642e-13
1,100,300,173.20508075688772,1.4424692e-12,nan,1.5637618e-09,4.206956e-16,nan,4.560705e-13
2,300,1000,547.7225575051662,3.0710982e-14,nan,1.0003075e-10,2.6562502e-17,nan,8.651846e-14
3,1000,3000,1732.0508075688772,4.8504183e-11,-2.9690826e-11,3.1758648e-11,1.3628263e-13,8.3422574e-14,8.923255e-14
4,3000,10000,5477.2255750516615,4.7215575e-11,-1.2678693e-11,1.3934592e-11,3.553788e-13,9.5429076e-14,1.04881896e-13
5,10000,30000,17320.508075688773,1.531209e-11,-5.3751673e-12,6.392264e-12,3.6608032e-13,1.285091e-13,1.5282578e-13
6,30000,100000,54772.25575051661,7.03181e-12,-2.7261977e-12,3.5464064e-12,4.3762536e-13,1.6966517e-13,2.2071093e-13
7,100000,1000000,316227.7660168379,1.2686638e-17,nan,1.7738784e-12,1.2895506e-18,nan,1.8030828e-13
