band_index,e_min_MeV,e_max_MeV,e_mid_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50,100,70.71067811865476,1.8779929e-09,nan,2.7557245e-09,3.0125089e-13,nan,4.4204877e-13
1,100,300,173.20508075688772,1.0069532e-09,nan,9.446522e-10,2.4276357e-13,nan,2.2774363e-13
2,300,1000,547.7225575051662,3.9455217e-10,-1.6026064e-10,1.6461554e-10,2.7195046e-13,1.10461824e-13,1.13463506e-13
3,1000,3000,1732.0508075688772,1.3097104e-10,-3.230999e-11,3.4669177e-11,3.1575445e-13,7.7895264e-14,8.358296e-14
4,3000,10000,5477.2255750516615,4.1338107e-11,-1.112806e-11,1.25887625e-11,2.8492855e-13,7.670167e-14,8.6769764e-14
5,10000,30000,17320.508075688773,1.1896559e-11,-5.017141e-12,6.3760173e-12,2.8681086e-13,1.2095687e-13,1.5371763e-13
6,30000,100000,54772.25575051661,9.415044e-12,-3.6045297e-12,4.7716466e-12,6.4894477e-13,2.4844712e-13,3.2889224e-13
7,100000,1000000,316227.7660168379,9.0734245e-23,nan,2.4886842e-12,1.6370869e-23,nan,4.4902477e-13
