band_index,e_min_MeV,e_max_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50.0,100.0,2.4706122e-08,-9.7177075e-09,9.859103e-09,3.902518e-12,1.5349851e-12,1.5573196e-12
1,100.0,300.0,7.3157507e-09,-1.8449156e-09,1.7996281e-09,1.697966e-12,4.2819993e-13,4.1768883e-13
2,100.0,300.0,2.4873428e-09,-2.2606825e-10,2.2606825e-10,1.6384028e-12,1.4891026e-13,1.4891026e-13
3,300.0,1000.0,3.5963207e-10,-4.0932435e-11,4.291314e-11,8.3469635e-13,9.500307e-14,9.960024e-14
4,300.0,1000.0,8.511746e-11,-1.5197156e-11,1.662302e-11,5.6066534e-13,1.00103065e-13,1.09495177e-13
5,300.0,1000.0,2.763592e-11,-6.9833033e-12,8.23829e-12,6.414223e-13,1.6208061e-13,1.9120851e-13
6,1000.0,3000.0,4.515464e-20,nan,2.684825e-12,2.9743181e-21,nan,1.7684836e-13
7,1000.0,3000.0,3.0732584e-12,-1.7825025e-12,2.9765457e-12,4.764917e-13,2.7636712e-13,4.614969e-13
