band_index,e_min_MeV,e_max_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50.0,100.0,5.9088734e-09,nan,6.0466587e-09,9.377931e-13,nan,9.59661e-13
1,100.0,300.0,3.785635e-09,-1.3713429e-09,1.3876947e-09,8.88915e-13,3.220087e-13,3.258483e-13
2,100.0,300.0,9.088538e-10,-1.8064951e-10,1.8661551e-10,6.0701043e-13,1.2065322e-13,1.2463782e-13
3,300.0,1000.0,2.7390143e-10,-3.638341e-11,3.8348172e-11,6.4315523e-13,8.5432854e-14,9.0046365e-14
4,300.0,1000.0,5.826721e-11,-1.2590766e-11,1.4052982e-11,3.8915835e-13,8.409192e-14,9.385786e-14
5,300.0,1000.0,7.1425773e-12,-3.5967017e-12,5.0538003e-12,1.6771677e-13,8.4455114e-14,1.1866964e-13
6,1000.0,3000.0,3.2867843e-12,-1.925444e-12,3.0859683e-12,2.1951962e-13,1.2859764e-13,2.0610742e-13
7,1000.0,3000.0,1.6651336e-12,-1.1744443e-12,2.2834668e-12,2.700351e-13,1.904599e-13,3.7031034e-13
