band_index,e_min_MeV,e_max_MeV,e_mid_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50,100,70.71067811865476,1.7076648e-08,-1.1087761e-08,1.1235783e-08,2.9600992e-12,1.921974e-12,1.9476324e-12
1,100,300,173.20508075688772,5.755284e-09,-1.4083946e-09,1.4688523e-09,1.6354202e-12,4.002091e-13,4.1738875e-13
2,300,1000,547.7225575051662,5.255897e-09,-2.674201e-10,2.674201e-10,3.933129e-12,2.0011766e-13,2.0011766e-13
3,1000,3000,1732.0508075688772,2.1528803e-09,-7.779291e-11,7.779291e-11,5.0385156e-12,1.8206344e-13,1.8206344e-13
4,3000,10000,5477.2255750516615,4.132879e-10,-2.7114977e-11,2.7114977e-11,2.472379e-12,1.6220776e-13,1.6220776e-13
5,10000,30000,17320.508075688773,8.424138e-12,-3.5770388e-12,4.5955084e-12,1.6713504e-13,7.096851e-14,9.1174965e-14
6,30000,100000,54772.25575051661,3.651565e-21,nan,2.0691075e-12,1.9063047e-22,nan,1.08018046e-13
7,100000,1000000,316227.7660168379,1.0301165e-13,nan,2.9940564e-12,9.544295e-15,nan,2.7740708e-13
