band_index,e_min_MeV,e_max_MeV,e_mid_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50,100,70.71067811865476,2.2910048e-12,nan,7.433049e-09,3.9163137e-16,nan,1.270628e-12
1,100,300,173.20508075688772,1.1718498e-09,nan,1.1061233e-09,3.1934145e-13,nan,3.0143027e-13
2,300,1000,547.7225575051662,3.7778447e-10,-1.6750952e-10,1.7431175e-10,2.8521185e-13,1.2646285e-13,1.3159825e-13
3,1000,3000,1732.0508075688772,1.9241962e-10,-4.0813682e-11,4.214943e-11,4.773432e-13,1.01248166e-13,1.0456181e-13
4,3000,10000,5477.2255750516615,9.3182254e-11,-1.6662052e-11,1.8493854e-11,6.283585e-13,1.12357674e-13,1.2471012e-13
5,10000,30000,17320.508075688773,1.1489341e-11,-4.5888605e-12,5.961614e-12,2.599371e-13,1.03819277e-13,1.3487672e-13
6,30000,100000,54772.25575051661,3.538056e-12,-2.0415189e-12,3.2214225e-12,2.1504865e-13,1.2408676e-13,1.9580317e-13
7,100000,1000000,316227.7660168379,1.5016883e-16,nan,2.4500228e-12,1.5958549e-17,nan,2.6036568e-13
