band_index,e_min_MeV,e_max_MeV,e_mid_MeV,flux_ph_cm2_s,fluxerr_lo,fluxerr_hi,nuFnu_erg_cm2_s,nuFnuerr_lo,nuFnuerr_hi
0,50,100,70.71067811865476,7.914365e-09,nan,1.6055186e-08,1.3383003e-12,nan,2.7148938e-12
1,100,300,173.20508075688772,3.5836503e-09,-3.0769551e-09,3.0821115e-09,9.586623e-13,8.2311626e-13,8.2449564e-13
2,300,1000,547.7225575051662,1.111414e-09,-2.8382433e-10,2.8911823e-10,8.3139685e-13,2.1231572e-13,2.1627584e-13
3,1000,3000,1732.0508075688772,4.4004372e-10,-5.7995306e-11,6.113754e-11,1.0956013e-12,1.4439413e-13,1.5221751e-13
4,3000,10000,5477.2255750516615,1.8681114e-10,-2.243393e-11,2.3874866e-11,1.2820067e-12,1.5395468e-13,1.6384321e-13
5,10000,30000,17320.508075688773,7.0641076e-11,-1.1110549e-11,1.2696818e-11,1.6383407e-12,2.5768103e-13,2.9447053e-13
6,30000,100000,54772.25575051661,5.737423e-12,-3.0019958e-12,4.1702523e-12,3.6273586e-13,1.8979452e-13,2.6365496e-13
7,100000,1000000,316227.7660168379,1.0315882e-12,nan,2.8328971e-12,1.2191897e-13,nan,3.348079e-13
